Male_Frequency,Male_Amplitude
0.0,0.23913567257346877
0.30413625304136255,0.23913567257346877
0.6082725060827251,0.23913567257346877
0.9124087591240877,0.23913567257346877
1.2165450121654502,0.23913567257346877
1.5206812652068127,0.23913567257346877
1.8248175182481754,0.23913567257346877
2.1289537712895377,0.23913567257346877
2.4330900243309004,0.0
2.737226277372263,0.0
3.0413625304136254,0.0
3.345498783454988,0.0
3.649635036496351,0.0
3.953771289537713,0.0
4.257907542579075,0.0
4.562043795620438,0.0
4.866180048661801,0.0
5.1703163017031635,0.0
5.474452554744526,0.0
5.778588807785888,0.0
6.082725060827251,0.0
6.386861313868613,0.0
6.690997566909976,0.0
6.995133819951339,0.0
7.299270072992702,0.0
7.603406326034063,0.0
7.907542579075426,0.0
8.211678832116789,0.0
8.51581508515815,0.0
8.819951338199514,0.0
9.124087591240876,0.0
9.42822384428224,0.0
9.732360097323602,0.0
10.036496350364963,0.0
10.340632603406327,0.0
10.644768856447689,0.0
10.948905109489052,0.0
11.253041362530414,0.0
11.557177615571776,0.0
11.86131386861314,0.0
12.165450121654501,0.0
12.469586374695865,0.0
12.773722627737227,0.0
13.077858880778589,0.0
13.381995133819952,0.0
13.686131386861314,0.0
13.990267639902678,0.0
14.29440389294404,0.0
14.598540145985403,0.0
14.902676399026765,0.0
15.206812652068127,0.0
15.51094890510949,0.0
15.815085158150852,0.0
16.119221411192214,0.0
16.423357664233578,0.0
16.72749391727494,0.0
17.0316301703163,0.0
17.335766423357665,0.0
17.63990267639903,0.0
17.94403892944039,0.0
18.248175182481752,0.0
18.552311435523116,0.0
18.85644768856448,0.0
19.16058394160584,0.0
19.464720194647203,0.0
19.768856447688567,0.0
20.072992700729927,0.0
20.37712895377129,0.0
20.681265206812654,0.0
20.985401459854018,0.0
21.289537712895378,0.0
21.59367396593674,0.0
21.897810218978105,0.0
22.201946472019465,0.0
22.50608272506083,0.0
22.810218978102192,0.0
23.114355231143552,0.0
23.418491484184916,0.0
23.72262773722628,0.0
24.026763990267643,0.0
24.330900243309003,0.0
24.635036496350367,0.0
24.93917274939173,0.0
25.24330900243309,0.0
25.547445255474454,0.0
25.851581508515817,0.0
26.155717761557177,0.0
26.45985401459854,0.0
26.763990267639905,0.0
27.06812652068127,0.0
27.37226277372263,0.0
27.676399026763992,0.0
27.980535279805355,0.0
28.284671532846716,0.0
28.58880778588808,0.00981152168207885
28.892944038929443,0.00981152168207885
29.197080291970806,0.00981152168207885
29.501216545012166,0.00981152168207885
29.80535279805353,0.10509621702429363
30.109489051094894,0.10509621702429363
30.413625304136254,0.10509621702429363
30.717761557177617,0.2425738950985015
31.02189781021898,0.2425738950985015
31.32603406326034,0.2425738950985015
31.630170316301705,0.2425738950985015
31.934306569343068,0.2425738950985015
32.23844282238443,0.2717243539637385
32.54257907542579,0.6688137150744524
32.846715328467155,0.8625619624337226
33.15085158150852,1.3273745837006667
33.45498783454988,1.3273745837006667
33.759124087591246,1.5342448821134278
34.0632603406326,1.5342448821134278
34.367396593673966,1.5658003289357594
34.67153284671533,1.7726599187513716
34.97566909975669,1.7726599187513716
35.27980535279806,1.635182240677164
35.58394160583942,1.7021069158093578
35.88807785888078,1.9605495771783819
36.19221411192214,2.039713047947013
36.496350364963504,2.039713047947013
36.80048661800487,2.177185019810341
37.10462287104623,2.2431012431127852
37.408759124087595,2.0493529957535155
37.71289537712896,2.1027886296365907
38.017031630170315,2.201349450947744
38.32116788321168,2.6774633401761605
38.62530413625304,2.6774633401761605
38.929440389294406,2.930651503320277
39.23357664233577,2.7237919135046647
39.53771289537713,3.056833003481112
39.8418491484185,3.5045656488116914
40.14598540145985,3.437640973679497
40.45012165450122,3.790603687993619
40.75425790754258,3.7114402172249874
41.058394160583944,4.209757992508296
41.36253041362531,4.152632355123009
41.66666666666667,4.155588715957425
